airdrop_name,positive,neutral,negative,total,total_words,positive_percentage,neutral_percentage,negative_percentage,scam_probability,is_scam
Celestia,15,4,9,28,7089,53.57142857142857,14.285714285714285,32.142857142857146,-0.0008463817181548879,False
BlueLight,10,1,32,43,576,23.25581395348837,2.3255813953488373,74.4186046511628,0.03819444444444445,False
Forcefi,0,0,0,0,32,0,0,0,0,False
Juice,15,4,5,24,6884,62.5,16.666666666666664,20.833333333333336,-0.001452643811737362,False
Karak,33,12,6,51,8634,64.70588235294117,23.52941176470588,11.76470588235294,-0.0031271716469770676,False
RedStone,5,2,3,10,1816,50.0,20.0,30.0,-0.0011013215859030838,False
OKX,28,12,7,47,9157,59.57446808510638,25.53191489361702,14.893617021276595,-0.0022933275090095007,False
Mangrove,5,2,0,7,2182,71.42857142857143,28.57142857142857,0.0,-0.00229147571035747,False
Altitude,2,0,1,3,988,66.66666666666666,0.0,33.33333333333333,-0.0010121457489878543,False
Ambient,2,3,1,6,1773,33.33333333333333,50.0,16.666666666666664,-0.0005640157924421884,False
Connext,2,9,0,11,1101,18.181818181818183,81.81818181818183,0.0,-0.0018165304268846503,False
Okto x QuickSwap,0,0,0,0,0,0,0,0,0,False
Clipper,15,12,11,38,10495,39.473684210526315,31.57894736842105,28.947368421052634,-0.00038113387327298715,False
MoonlandMeta,0,0,0,0,0,0,0,0,0,False
Basilisk,15,4,6,25,4466,60.0,16.0,24.0,-0.0020152261531571876,False
Lightlink,40,0,2,42,2002,95.23809523809523,0.0,4.761904761904762,-0.01898101898101898,False
Extra Finance,15,4,2,21,3191,71.42857142857143,19.047619047619047,9.523809523809524,-0.00407395800689439,False
Chainflip,2,0,0,2,658,100.0,0.0,0.0,-0.00303951367781155,False
Web3Eco,0,0,0,0,0,0,0,0,0,False
Hubble Exchange,2,0,0,2,229,100.0,0.0,0.0,-0.008733624454148471,False
HMX,36,4,1,41,3273,87.8048780487805,9.75609756097561,2.4390243902439024,-0.010693553315001528,False
MELD,10,8,1,19,6417,52.63157894736842,42.10526315789473,5.263157894736842,-0.001402524544179523,False
Worldcoin,21,9,18,48,13731,43.75,18.75,37.5,-0.00021848372296263927,False
DX25,3,0,0,3,449,100.0,0.0,0.0,-0.0066815144766146995,False
Tsunami Finance,6,1,0,7,1082,85.71428571428571,14.285714285714285,0.0,-0.005545286506469501,False
TapiocaDAO,0,0,0,0,0,0,0,0,0,False
Archway,2,3,0,5,546,40.0,60.0,0.0,-0.003663003663003663,False
zkSync id,0,0,0,0,0,0,0,0,0,False
Polygon zkEVM,21,5,2,28,5544,75.0,17.857142857142858,7.142857142857142,-0.003427128427128427,False
Diva,22,6,4,32,3764,68.75,18.75,12.5,-0.004782146652497344,False
Vela Exchange,1,1,2,4,552,25.0,25.0,50.0,0.0018115942028985507,False
Letit,7,0,0,7,391,100.0,0.0,0.0,-0.017902813299232736,False
WhiteBIT,12,5,7,24,6461,50.0,20.833333333333336,29.166666666666668,-0.000773874013310633,False
Maverick Protocol,16,0,0,16,1666,100.0,0.0,0.0,-0.009603841536614645,False
Tevaera,0,0,0,0,0,0,0,0,0,False
Velar,4,1,0,5,1033,80.0,20.0,0.0,-0.003872216844143272,False
LunaFi,1,0,0,1,225,100.0,0.0,0.0,-0.0044444444444444444,False
DBOE,0,2,0,2,365,0.0,100.0,0.0,0.0,False
Range Protocol,11,2,0,13,2984,84.61538461538461,15.384615384615385,0.0,-0.003686327077747989,False
Cedro Finance,0,0,0,0,0,0,0,0,0,False
DigiFinex,3,3,0,6,1194,50.0,50.0,0.0,-0.002512562814070352,False
BYDFi,2,0,2,4,1339,50.0,0.0,50.0,0.0,False
Magic Square,11,1,0,12,395,91.66666666666666,8.333333333333332,0.0,-0.027848101265822784,False
StarkNet ID,0,0,0,0,0,0,0,0,0,False
Aark Digital,0,0,0,0,0,0,0,0,0,False
MUFEX,0,0,0,0,100,0,0,0,0,False
Foxify,6,0,0,6,547,100.0,0.0,0.0,-0.010968921389396709,False
PulseChain,18,13,5,36,6517,50.0,36.11111111111111,13.88888888888889,-0.0019947828755562374,False
Housebets.io,44,0,0,44,472,100.0,0.0,0.0,-0.09322033898305085,False
DexCheck,15,0,0,15,830,100.0,0.0,0.0,-0.018072289156626505,False
Rebel Bots,1,1,0,2,223,50.0,50.0,0.0,-0.004484304932735426,False
Hord,25,12,5,42,5343,59.523809523809526,28.57142857142857,11.904761904761903,-0.0037432154220475387,False
Cashmere,28,3,3,34,3624,82.35294117647058,8.823529411764707,8.823529411764707,-0.006898454746136865,False
5ireChain,1,0,0,1,405,100.0,0.0,0.0,-0.0024691358024691358,False
zkSync Name Service,0,0,0,0,0,0,0,0,0,False
Yum Yum,20,1,1,22,2123,90.9090909090909,4.545454545454546,4.545454545454546,-0.008949599623174752,False
ZKX,0,0,0,0,223,0,0,0,0,False
Increment,23,11,16,50,9334,46.0,22.0,32.0,-0.0007499464323976858,False
The Lost Wallet,45,26,17,88,10468,51.13636363636363,29.545454545454547,19.318181818181817,-0.0026748184944593045,False
Linea,51,83,35,169,22517,30.17751479289941,49.112426035502956,20.710059171597635,-0.000710574232801883,False
Polynomial Protocol,0,0,0,0,0,0,0,0,0,False
SyncSwap,1,0,0,1,409,100.0,0.0,0.0,-0.0024449877750611247,False
Daoversal,0,0,0,0,0,0,0,0,0,False
Velvet.Capital,0,0,0,0,0,0,0,0,0,False
Huma Finance,1,0,0,1,98,100.0,0.0,0.0,-0.01020408163265306,False
SnowCone,2,0,0,2,123,100.0,0.0,0.0,-0.016260162601626018,False
Arbitrum,144,41,20,205,31463,70.24390243902438,20.0,9.75609756097561,-0.003941137208784922,False
Quasar,1,0,0,1,399,100.0,0.0,0.0,-0.002506265664160401,False
Dune Analytics,3,1,0,4,741,75.0,25.0,0.0,-0.004048582995951417,False
SPACE ID,11,0,2,13,1855,84.61538461538461,0.0,15.384615384615385,-0.004851752021563342,False
Legends of Elysium,1,0,0,1,251,100.0,0.0,0.0,-0.00398406374501992,False
Tide Exchange,0,0,0,0,29,0,0,0,0,False
AlienSwap,0,0,0,0,315,0,0,0,0,False
ZigZag,4,9,3,16,1899,25.0,56.25,18.75,-0.000526592943654555,False
Collab.Land,0,0,4,4,3778,0.0,0.0,100.0,0.0010587612493382743,False
Nexon Finance,0,0,0,0,0,0,0,0,0,False
EZ Finance,1,0,0,1,204,100.0,0.0,0.0,-0.004901960784313725,False
Olive,59,24,14,97,16877,60.824742268041234,24.742268041237114,14.432989690721648,-0.0026663506547372163,False
Enchanter Finance,0,0,0,0,0,0,0,0,0,False
Mayan,4,4,9,17,5074,23.52941176470588,23.52941176470588,52.94117647058824,0.0009854158454867955,False
Sudoswap,4,4,1,9,1551,44.44444444444444,44.44444444444444,11.11111111111111,-0.0019342359767891683,False
Timeless,27,7,14,48,9525,56.25,14.583333333333334,29.166666666666668,-0.0013648293963254593,False
BillionAir,106,48,33,187,31172,56.68449197860963,25.668449197860966,17.647058823529413,-0.0023418452457333503,False
SupraOracles,1,0,0,1,282,100.0,0.0,0.0,-0.0035460992907801418,False
IPOR,11,2,0,13,2180,84.61538461538461,15.384615384615385,0.0,-0.005045871559633028,False
Neptune Mutual,1,1,0,2,107,50.0,50.0,0.0,-0.009345794392523364,False
NFT3,2,0,0,2,893,100.0,0.0,0.0,-0.0022396416573348264,False
Demex,9,2,1,12,2583,75.0,16.666666666666664,8.333333333333332,-0.003097173828881146,False
Specular,7,5,2,14,4857,50.0,35.714285714285715,14.285714285714285,-0.0010294420424130121,False
Hashstack,1,0,0,1,229,100.0,0.0,0.0,-0.004366812227074236,False
Brine,5,1,6,12,3934,41.66666666666667,8.333333333333332,50.0,0.0002541942043721403,False
V2X,13,2,0,15,2610,86.66666666666667,13.333333333333334,0.0,-0.004980842911877395,False
Supernova,7,2,0,9,1481,77.77777777777779,22.22222222222222,0.0,-0.004726536124240378,False
Bebop,6,7,4,17,5365,35.294117647058826,41.17647058823529,23.52941176470588,-0.0003727865796831314,False
KwikTrust,1,1,0,2,219,50.0,50.0,0.0,-0.0045662100456621,False
Phi,627,268,238,1133,186901,55.33980582524271,23.654015887025594,21.006178287731686,-0.0020813157768016224,False
Plenty,362,160,299,821,104895,44.0925700365408,19.488428745432397,36.4190012180268,-0.0006006006006006006,False
Swing,70,55,10,135,23187,51.85185185185185,40.74074074074074,7.4074074074074066,-0.0025876568766981497,False
Spectrum Finance,4,3,0,7,1291,57.14285714285714,42.857142857142854,0.0,-0.003098373353989156,False
Harbor Protocol,0,2,0,2,157,0.0,100.0,0.0,0.0,False
Sentiment,94,37,25,156,30747,60.256410256410255,23.717948717948715,16.025641025641026,-0.002244121377695385,False
Vertex,3,0,0,3,502,100.0,0.0,0.0,-0.00597609561752988,False
Voltz,3,2,0,5,2539,60.0,40.0,0.0,-0.0011815675462780622,False
objkt.com,14,2,0,16,2606,87.5,12.5,0.0,-0.005372217958557176,False
TiTi Protocol,0,0,0,0,20,0,0,0,0,False
JediSwap,0,0,0,0,0,0,0,0,0,False
Uniswap,146,72,32,250,47182,58.4,28.799999999999997,12.8,-0.002416175660209402,False
Across,327,170,102,599,107235,54.59098497495827,28.380634390651082,17.028380634390654,-0.00209819555182543,False
Mean Finance,0,1,0,1,324,0.0,100.0,0.0,0.0,False
Key App,17,2,1,20,4253,85.0,10.0,5.0,-0.0037620503174229957,False
ParaSpace,8,0,0,8,942,100.0,0.0,0.0,-0.008492569002123142,False
Layerswap,9,2,0,11,2623,81.81818181818183,18.181818181818183,0.0,-0.003431185665268776,False
Aboard,5,2,3,10,2901,50.0,20.0,30.0,-0.0006894174422612892,False
MUN,1986,634,809,3429,488866,57.917760279965,18.48935549722951,23.592884222805484,-0.002407612720050075,False
Via Protocol,9,10,1,20,6908,45.0,50.0,5.0,-0.0011580775911986102,False
ChainHop,0,0,0,0,221,0,0,0,0,False
Cega,0,1,0,1,235,0.0,100.0,0.0,0.0,False
Wombat,16,12,3,31,5564,51.61290322580645,38.70967741935484,9.67741935483871,-0.002336448598130841,False
MTG,44,47,23,114,16666,38.59649122807017,41.228070175438596,20.175438596491226,-0.0012600504020160806,False
Arrakis Finance,0,0,0,0,127,0,0,0,0,False
Dolomite,4,2,2,8,3043,50.0,25.0,25.0,-0.0006572461386789353,False
Deepwaters,0,0,0,0,0,0,0,0,0,False
BlueMove,8,0,0,8,978,100.0,0.0,0.0,-0.0081799591002045,False
OptiFi,1,2,3,6,1183,16.666666666666664,33.33333333333333,50.0,0.0016906170752324597,False
Alpha Road,0,0,0,0,78,0,0,0,0,False
Sei,104,59,35,198,48548,52.52525252525253,29.797979797979796,17.67676767676768,-0.0014212737908873693,False
OpenChat,6,1,0,7,660,85.71428571428571,14.285714285714285,0.0,-0.00909090909090909,False
RabbitX,1,0,0,1,58,100.0,0.0,0.0,-0.017241379310344827,False
The Granary,9,0,5,14,2407,64.28571428571429,0.0,35.714285714285715,-0.0016618196925633569,False
Metaplex,0,0,1,1,468,0.0,0.0,100.0,0.002136752136752137,False
Tectum,0,0,1,1,442,0.0,0.0,100.0,0.0022624434389140274,False
Onomy Protocol,1,0,1,2,418,50.0,0.0,50.0,0.0,False
Blur,63,35,68,166,18961,37.95180722891566,21.084337349397593,40.963855421686745,0.00026369917198459995,False
Trustless,65,50,33,148,29439,43.91891891891892,33.78378378378378,22.2972972972973,-0.0010869934440707904,False
Verida,8,0,2,10,1242,80.0,0.0,20.0,-0.004830917874396135,False
Xai,13,0,4,17,1792,76.47058823529412,0.0,23.52941176470588,-0.005022321428571429,False
Commodo,4,3,0,7,2723,57.14285714285714,42.857142857142854,0.0,-0.0014689680499449136,False
Stratos,7,11,0,18,730,38.88888888888889,61.111111111111114,0.0,-0.009589041095890411,False
Teritori,4,2,2,8,1740,50.0,25.0,25.0,-0.0011494252873563218,False
XEN Crypto,2,0,0,2,185,100.0,0.0,0.0,-0.010810810810810811,False
Binance Account Bound (BAB),0,0,2,2,1872,0.0,0.0,100.0,0.0010683760683760685,False
ZKEX,0,0,0,0,0,0,0,0,0,False
Helio Protocol,8,4,4,16,5173,50.0,25.0,25.0,-0.0007732456988208003,False
Karate Combat,11,2,4,17,3949,64.70588235294117,11.76470588235294,23.52941176470588,-0.0017726006583945303,False
Conic Finance,6,5,6,17,2365,35.294117647058826,29.411764705882355,35.294117647058826,0.0,False
HTX,22,3,1,26,2534,84.61538461538461,11.538461538461538,3.8461538461538463,-0.008287292817679558,False
Odos,2,3,0,5,9167,40.0,60.0,0.0,-0.00021817388458601506,False
Ragnar Protocol,0,0,0,0,0,0,0,0,0,False
AllStars Digital,0,0,0,0,0,0,0,0,0,False
KuCoin,128,32,26,186,26191,68.81720430107528,17.20430107526882,13.978494623655912,-0.0038944675651941506,False
Xiroverse,0,0,0,0,0,0,0,0,0,False
Terran Coin,1,0,0,1,215,100.0,0.0,0.0,-0.004651162790697674,False
Quai Network,0,2,0,2,207,0.0,100.0,0.0,0.0,False
Dogechain,2,5,5,12,4074,16.666666666666664,41.66666666666667,41.66666666666667,0.0007363770250368188,False
Portal,111,21,13,145,18935,76.55172413793103,14.482758620689657,8.96551724137931,-0.005175600739371534,False
Cornerstone,26,10,8,44,10727,59.09090909090909,22.727272727272727,18.181818181818183,-0.001678008762934651,False
Stride,23,8,3,34,5668,67.64705882352942,23.52941176470588,8.823529411764707,-0.0035285815102328866,False
Composable Finance,1,1,1,3,858,33.33333333333333,33.33333333333333,33.33333333333333,0.0,False
STRMNFT,2,0,0,2,477,100.0,0.0,0.0,-0.0041928721174004195,False
Tegro,10,2,1,13,2150,76.92307692307693,15.384615384615385,7.6923076923076925,-0.004186046511627907,False
Quix,9,5,0,14,2484,64.28571428571429,35.714285714285715,0.0,-0.0036231884057971015,False
Bungee,2,0,1,3,646,66.66666666666666,0.0,33.33333333333333,-0.0015479876160990713,False
StormGain,12,6,14,32,5988,37.5,18.75,43.75,0.00033400133600534405,False
Primex,15,5,5,25,3483,60.0,20.0,20.0,-0.002871088142405972,False
Tally Ho,1,0,0,1,375,100.0,0.0,0.0,-0.0026666666666666666,False
Forta,117,45,50,212,38185,55.188679245283026,21.22641509433962,23.58490566037736,-0.0017546156867880058,False
Sweat Economy,6,3,0,9,3852,66.66666666666666,33.33333333333333,0.0,-0.001557632398753894,False
ZORA,2,1,3,6,1902,33.33333333333333,16.666666666666664,50.0,0.0005257623554153522,False
Velodrome,2,0,0,2,257,100.0,0.0,0.0,-0.007782101167315175,False
Chains,503,275,185,963,178980,52.232606438213914,28.556593977154726,19.21079958463136,-0.0017767348307073415,False
0VIX,0,0,0,0,174,0,0,0,0,False
Bonq,2,0,3,5,908,40.0,0.0,60.0,0.0011013215859030838,False
Epsylon,2,2,0,4,948,50.0,50.0,0.0,-0.002109704641350211,False
Ledn,8,1,0,9,5291,88.88888888888889,11.11111111111111,0.0,-0.001512001512001512,False
RealMe,2,1,4,7,2728,28.57142857142857,14.285714285714285,57.14285714285714,0.0007331378299120235,False
Matrix,41,11,11,63,13527,65.07936507936508,17.46031746031746,17.46031746031746,-0.0022177866489243737,False
Retrograde,1,0,0,1,365,100.0,0.0,0.0,-0.0027397260273972603,False
Hop Protocol,1,1,0,2,288,50.0,50.0,0.0,-0.003472222222222222,False
Gem,516,240,149,905,152153,57.01657458563536,26.519337016574585,16.464088397790057,-0.0024120457697186385,False
Lend Flare,1,0,0,1,95,100.0,0.0,0.0,-0.010526315789473684,False
Armaldia,1,0,0,1,188,100.0,0.0,0.0,-0.005319148936170213,False
Leap Wallet,0,1,0,1,403,0.0,100.0,0.0,0.0,False
Bridgesplit,0,0,0,0,416,0,0,0,0,False
Fractional,24,16,6,46,8856,52.17391304347826,34.78260869565217,13.043478260869565,-0.0020325203252032522,False
Nebula Protocol,10,8,3,21,2388,47.61904761904761,38.095238095238095,14.285714285714285,-0.002931323283082077,False
Orbofi,12,2,0,14,1072,85.71428571428571,14.285714285714285,0.0,-0.011194029850746268,False
Styllar,6,1,0,7,273,85.71428571428571,14.285714285714285,0.0,-0.02197802197802198,False
Crescent Network,1,0,0,1,188,100.0,0.0,0.0,-0.005319148936170213,False
Tangible,170,70,197,437,40347,38.901601830663616,16.018306636155607,45.08009153318078,0.0006691947356680794,False
Taki,1224,493,797,2514,345480,48.6873508353222,19.610182975338105,31.702466189339695,-0.0012359615607271043,False
ioTube,2,1,0,3,1309,66.66666666666666,33.33333333333333,0.0,-0.0015278838808250573,False
YoBit,6,1,6,13,2660,46.15384615384615,7.6923076923076925,46.15384615384615,0.0,False
Void Protocol,8,8,3,19,6196,42.10526315789473,42.10526315789473,15.789473684210526,-0.0008069722401549387,False
VINCI,54,13,33,100,15685,54.0,13.0,33.0,-0.00133885878227606,False
Element Finance,0,0,0,0,6,0,0,0,0,False
LandDAO,0,0,0,0,0,0,0,0,0,False
cheqd,12,0,1,13,470,92.3076923076923,0.0,7.6923076923076925,-0.023404255319148935,False
DAO Labs,2,0,0,2,246,100.0,0.0,0.0,-0.008130081300813009,False
Unagii,4,0,1,5,1932,80.0,0.0,20.0,-0.0015527950310559005,False
Nested,25,14,7,46,9448,54.347826086956516,30.434782608695656,15.217391304347828,-0.001905165114309907,False
AssetMantle,2,4,4,10,5424,20.0,40.0,40.0,0.0003687315634218289,False
Morpher,2,0,0,2,816,100.0,0.0,0.0,-0.0024509803921568627,False
LimeWire,11,0,5,16,3220,68.75,0.0,31.25,-0.0018633540372670807,False
Mars Protocol,2,0,0,2,443,100.0,0.0,0.0,-0.004514672686230248,False
Findora,0,1,0,1,392,0.0,100.0,0.0,0.0,False
LikeCoin,1,0,0,1,76,100.0,0.0,0.0,-0.013157894736842105,False
Fuji DAO,0,0,0,0,0,0,0,0,0,False
Diffusion Finance,5,1,3,9,2667,55.55555555555556,11.11111111111111,33.33333333333333,-0.0007499062617172854,False
pSTAKE Finance,0,0,1,1,46,0.0,0.0,100.0,0.021739130434782608,False
PartyBid,0,1,0,1,78,0.0,100.0,0.0,0.0,False
Frax,8,5,8,21,7677,38.095238095238095,23.809523809523807,38.095238095238095,0.0,False
Craft Economy,5,2,0,7,1517,71.42857142857143,28.57142857142857,0.0,-0.0032959789057350032,False
X2Y2,0,0,0,0,64,0,0,0,0,False
CowSwap,1,0,0,1,264,100.0,0.0,0.0,-0.003787878787878788,False
Orbiter Finance,11,1,2,14,1930,78.57142857142857,7.142857142857142,14.285714285714285,-0.00466321243523316,False
GameInfinity,32,0,0,32,1139,100.0,0.0,0.0,-0.028094820017559263,False
Katana,21,3,1,25,2223,84.0,12.0,4.0,-0.00899685110211426,False
Stargaze,12,1,2,15,2447,80.0,6.666666666666667,13.333333333333334,-0.004086636697997548,False
Trust Domains,1,0,0,1,73,100.0,0.0,0.0,-0.0136986301369863,False
Fraktal,22,1,2,25,2783,88.0,4.0,8.0,-0.007186489399928135,False
Votium,2,0,0,2,327,100.0,0.0,0.0,-0.0061162079510703364,False
Pika Protocol,0,0,0,0,175,0,0,0,0,False
Nomic,905,378,507,1790,225818,50.5586592178771,21.11731843575419,28.324022346368714,-0.0017624812902425847,False
Friktion,13,3,2,18,3700,72.22222222222221,16.666666666666664,11.11111111111111,-0.002972972972972973,False
WhaleFin,9,4,4,17,7737,52.94117647058824,23.52941176470588,23.52941176470588,-0.0006462453147214682,False
Sonic,41,18,8,67,15909,61.19402985074627,26.865671641791046,11.940298507462686,-0.002074297567414671,False
Quarry,5,0,0,5,858,100.0,0.0,0.0,-0.005827505827505828,False
OmniFlix,2,0,0,2,2002,100.0,0.0,0.0,-0.000999000999000999,False
Chic Cow & Bullzz,2,0,0,2,884,100.0,0.0,0.0,-0.0022624434389140274,False
Shell Protocol,0,1,0,1,597,0.0,100.0,0.0,0.0,False
Mintbase,0,0,1,1,89,0.0,0.0,100.0,0.011235955056179775,False
Legion Network,0,0,0,0,327,0,0,0,0,False
Rubicon,6,6,3,15,3393,40.0,40.0,20.0,-0.0008841732979664014,False
Glow,31,24,10,65,10325,47.69230769230769,36.92307692307693,15.384615384615385,-0.002033898305084746,False
Coinhall,4,0,4,8,933,50.0,0.0,50.0,0.0,False
LooksRare,2,1,1,4,1681,50.0,25.0,25.0,-0.000594883997620464,False
StellarX,8,4,0,12,3767,66.66666666666666,33.33333333333333,0.0,-0.002123705866737457,False
Coreum,5,1,1,7,1602,71.42857142857143,14.285714285714285,14.285714285714285,-0.0024968789013732834,False
Gas DAO,1,2,1,4,1010,25.0,50.0,25.0,0.0,False
Astroport,8,4,1,13,3566,61.53846153846154,30.76923076923077,7.6923076923076925,-0.001962983735277622,False
Aztec,2,1,0,3,1025,66.66666666666666,33.33333333333333,0.0,-0.001951219512195122,False
Terra Name Service,0,0,13,13,1700,0.0,0.0,100.0,0.007647058823529412,False
Lum Network,4,1,2,7,2581,57.14285714285714,14.285714285714285,28.57142857142857,-0.0007748934521503294,False
Francium,11,14,1,26,3016,42.30769230769231,53.84615384615385,3.8461538461538463,-0.0033156498673740055,False
ICON,160,105,49,314,66033,50.955414012738856,33.43949044585987,15.605095541401273,-0.001680977692971696,False
Paras,25,6,14,45,6576,55.55555555555556,13.333333333333334,31.11111111111111,-0.0016727493917274938,False
IOTA,227,64,157,448,63630,50.66964285714286,14.285714285714285,35.044642857142854,-0.0011001100110011,False
Comdex,2,2,0,4,753,50.0,50.0,0.0,-0.0026560424966799467,False
Volmex,2,0,0,2,112,100.0,0.0,0.0,-0.017857142857142856,False
iExec,16,2,1,19,3834,84.21052631578947,10.526315789473683,5.263157894736842,-0.003912363067292645,False
Berachain,2,0,0,2,479,100.0,0.0,0.0,-0.0041753653444676405,False
Die Last,1,1,0,2,341,50.0,50.0,0.0,-0.002932551319648094,False
Rabby Wallet,12,2,8,22,4081,54.54545454545454,9.090909090909092,36.36363636363637,-0.00098015192354815,False
Grindery,1,1,4,6,872,16.666666666666664,16.666666666666664,66.66666666666666,0.0034403669724770644,False
Synonym,9,8,4,21,3878,42.857142857142854,38.095238095238095,19.047619047619047,-0.0012893243940175349,False
Terra World,18,4,3,25,5769,72.0,16.0,12.0,-0.0026001040041601664,False
Superfluid,6,2,1,9,1887,66.66666666666666,22.22222222222222,11.11111111111111,-0.002649708532061473,False
Hardcore FC,29,5,5,39,4379,74.35897435897436,12.82051282051282,12.82051282051282,-0.005480703356930806,False
Hedgehog Markets,0,0,0,0,0,0,0,0,0,False
Sablier,1,30,0,31,576,3.225806451612903,96.7741935483871,0.0,-0.001736111111111111,False
Desmos,1,0,0,1,706,100.0,0.0,0.0,-0.00141643059490085,False
Atrix,41,11,11,63,13712,65.07936507936508,17.46031746031746,17.46031746031746,-0.002187864644107351,False
Instrumental Finance,0,0,0,0,0,0,0,0,0,False
TokenSets,4,31,0,35,789,11.428571428571429,88.57142857142857,0.0,-0.005069708491761723,False
Spintop,38,2,1,41,2050,92.6829268292683,4.878048780487805,2.4390243902439024,-0.018048780487804877,False
Phantom,17,24,6,47,6946,36.17021276595745,51.06382978723404,12.76595744680851,-0.0015836452634609846,False
Aquarius,7,4,0,11,1915,63.63636363636363,36.36363636363637,0.0,-0.0036553524804177544,False
Saddle Finance,1,0,0,1,488,100.0,0.0,0.0,-0.0020491803278688526,False
DexGuru,4,1,15,20,2023,20.0,5.0,75.0,0.005437469105289174,False
ParaSwap,6,1,1,8,1381,75.0,12.5,12.5,-0.003620564808110065,False
Matcha,0,1,0,1,1368,0.0,100.0,0.0,0.0,False
Solanart,8,1,0,9,1260,88.88888888888889,11.11111111111111,0.0,-0.006349206349206349,False
Foundation,315,193,185,693,124170,45.45454545454545,27.84992784992785,26.695526695526695,-0.0010469517596843037,False
Digital Arms,26,2,6,34,9422,76.47058823529412,5.88235294117647,17.647058823529413,-0.0021226915729144554,False
Gro Protocol,0,0,0,0,226,0,0,0,0,False
Gridlock,7,1,7,15,1434,46.666666666666664,6.666666666666667,46.666666666666664,0.0,False
Paladin,14,6,7,27,3836,51.85185185185185,22.22222222222222,25.925925925925924,-0.0018248175182481751,False
Apricot Finance,0,0,1,1,386,0.0,0.0,100.0,0.0025906735751295338,False
Sologenic,4,0,1,5,2257,80.0,0.0,20.0,-0.001329198050509526,False
TerraFloki,2,0,0,2,34,100.0,0.0,0.0,-0.058823529411764705,False
DeFi Saver,0,1,0,1,703,0.0,100.0,0.0,0.0,False
OneOf,10,39,1,50,3963,20.0,78.0,2.0,-0.002271006813020439,False
BitYard,0,0,2,2,927,0.0,0.0,100.0,0.002157497303128371,False
Zapper,11,33,3,47,2672,23.404255319148938,70.2127659574468,6.382978723404255,-0.0029940119760479044,False
HUMAN Protocol,6,0,1,7,1645,85.71428571428571,0.0,14.285714285714285,-0.00303951367781155,False
Gaia EverWorld,0,0,0,0,216,0,0,0,0,False
Sportemon Go,6,0,0,6,1260,100.0,0.0,0.0,-0.004761904761904762,False
Yield Protocol,0,0,2,2,279,0.0,0.0,100.0,0.007168458781362007,False
Cozy Finance,0,0,0,0,44,0,0,0,0,False
Timeswap,2,0,0,2,510,100.0,0.0,0.0,-0.00392156862745098,False
Terra Land,4,1,0,5,927,80.0,20.0,0.0,-0.004314994606256742,False
Opyn,4,29,0,33,1020,12.121212121212121,87.87878787878788,0.0,-0.00392156862745098,False
Symmetry,17,8,6,31,5769,54.83870967741935,25.806451612903224,19.35483870967742,-0.001906742936384122,False
Apollo DAO,7,4,1,12,3184,58.333333333333336,33.33333333333333,8.333333333333332,-0.0018844221105527637,False
Solend,4,6,5,15,8413,26.666666666666668,40.0,33.33333333333333,0.00011886366337810531,False
Terraswap,1,6,0,7,1432,14.285714285714285,85.71428571428571,0.0,-0.0006983240223463687,False
Talis Protocol,1,0,0,1,356,100.0,0.0,0.0,-0.0028089887640449437,False
Flare Finance,5,6,2,13,2715,38.46153846153847,46.15384615384615,15.384615384615385,-0.0011049723756906078,False
Polymarket,5,0,3,8,4020,62.5,0.0,37.5,-0.0004975124378109452,False
Valkyrie Protocol,6,1,3,10,1556,60.0,10.0,30.0,-0.0019280205655526992,False
Slingshot,14,6,2,22,4118,63.63636363636363,27.27272727272727,9.090909090909092,-0.0029140359397765905,False
OpenSea,36,29,11,76,16035,47.368421052631575,38.15789473684211,14.473684210526317,-0.0015590894917368258,False
Shade Protocol,5,9,0,14,2608,35.714285714285715,64.28571428571429,0.0,-0.0019171779141104294,False
Roco Finance,0,0,0,0,0,0,0,0,0,False
Backd,20,9,8,37,6670,54.054054054054056,24.324324324324326,21.62162162162162,-0.0017991004497751124,False
Loop,293,110,81,484,88082,60.537190082644635,22.727272727272727,16.735537190082646,-0.0024068481642106217,False
Metamask,79,52,42,173,37061,45.664739884393065,30.057803468208093,24.277456647398843,-0.0009983540649199968,False
Nexus Protocol,24,9,10,43,5629,55.81395348837209,20.930232558139537,23.25581395348837,-0.0024871202700302007,False
Boba Network,0,0,0,0,205,0,0,0,0,False
Portuma,2,0,0,2,354,100.0,0.0,0.0,-0.005649717514124294,False
BrightID,4,1,0,5,805,80.0,20.0,0.0,-0.004968944099378882,False
InPoker,0,0,0,0,0,0,0,0,0,False
Adshares,3,0,0,3,272,100.0,0.0,0.0,-0.011029411764705883,False
Thales,34,1,0,35,2184,97.14285714285714,2.857142857142857,0.0,-0.015567765567765568,False
Foil Network,2,0,0,2,91,100.0,0.0,0.0,-0.02197802197802198,False
Songbird,6,3,1,10,2797,60.0,30.0,10.0,-0.001787629603146228,False
Tokel,1,0,0,1,36,100.0,0.0,0.0,-0.027777777777777776,False
BullionFX,0,0,0,0,121,0,0,0,0,False
Juno,80,13,4,97,12190,82.4742268041237,13.402061855670103,4.123711340206185,-0.00623461853978671,False
Bitget,73,12,14,99,12522,73.73737373737373,12.121212121212121,14.14141414141414,-0.004711707394984827,False
Remitano,3,2,1,6,883,50.0,33.33333333333333,16.666666666666664,-0.0022650056625141564,False
Angel Protocol,0,0,0,0,46,0,0,0,0,False
